Solvent 1,Solvent 2,Weights,Molar Mass,Log Conductivity (log S/cm),salt,temperature
C(COCCOCCOCCO)O,CC1=CC=CC=C1,"[0.32342781737971715, 0.32342781737971715]","[194.12, 92.06]",-3.991186715,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1=CC=CC=C1,"[0.4212512848164187, 0.4212512848164187]","[194.12, 92.06]",-3.297151752,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1=CC=CC=C1,"[0.4370629370629371, 0.4370629370629371]","[194.12, 92.06]",-3.971044809,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1=CC=CC=C1,"[0.41876748354243787, 0.41876748354243787]","[194.12, 92.06]",-4.328209643,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1=CC=CC=C1,"[0.41945604939514436, 0.41945604939514436]","[194.12, 92.06]",-4.058611327,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1=CC=CC=C1,"[0.3605084611335828, 0.3605084611335828]","[194.12, 92.06]",-3.40107464,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1=CC=CC=C1,"[0.46043483465785084, 0.46043483465785084]","[194.12, 92.06]",-3.14768227,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1=CC=CC=C1,"[0.40748467857608556, 0.40748467857608556]","[194.12, 92.06]",-3.411394001,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1=CC=CC=C1,"[0.3993610223642173, 0.3993610223642173]","[194.12, 92.06]",-3.600249494,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1=CC=CC=C1,"[0.4464285714285714, 0.4464285714285714]","[194.12, 92.06]",-3.462756417,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1=CC=CC=C1,"[0.40983942491331893, 0.40983942491331893]","[194.12, 92.06]",-3.47602849,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1=CC=CC=C1,"[0.4273504273504274, 0.4273504273504274]","[194.12, 92.06]",-3.460648842,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1=CC=CC=C1,"[0.4259415437825313, 0.4259415437825313]","[194.12, 92.06]",-3.450482427,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1=CC=CC=C1,"[0.4409482150416255, 0.4409482150416255]","[194.12, 92.06]",-3.149191262,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1=CC=CC=C1,"[0.4444325929086336, 0.4444325929086336]","[194.12, 92.06]",-4.005986176,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1=CC=CC=C1,"[0.45577604988013093, 0.45577604988013093]","[194.12, 92.06]",-3.973616119,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1=CC=CC=C1,"[0.4025700069242041, 0.4025700069242041]","[194.12, 92.06]",-4.102191869,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1CCCO1,"[0.43253717657032625, 0.43253717657032625]","[194.12, 86.07]",-1.927628252,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1CCCO1,"[0.3885215202070043, 0.3885215202070043]","[194.12, 86.07]",-2.74829383,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1CCCO1,"[0.45209591666968063, 0.45209591666968063]","[194.12, 86.07]",-3.944017791,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1CCCO1,"[0.45703003601396686, 0.45703003601396686]","[194.12, 86.07]",-2.580553255,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1CCCO1,"[0.2756521930888482, 0.2756521930888482]","[194.12, 86.07]",-4.419371367,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1CCCO1,"[0.34796648386827383, 0.34796648386827383]","[194.12, 86.07]",-3.162470308,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1CCCO1,"[0.41808467050747117, 0.41808467050747117]","[194.12, 86.07]",-1.817280722,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1CCCO1,"[0.43403531311307486, 0.43403531311307486]","[194.12, 86.07]",-1.881825016,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1CCCO1,"[0.3307075156590009, 0.3307075156590009]","[194.12, 86.07]",-2.879657182,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1CCCO1,"[0.3631213914811722, 0.3631213914811722]","[194.12, 86.07]",-2.784199012,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1CCCO1,"[0.3504001569792703, 0.3504001569792703]","[194.12, 86.07]",-2.883457552,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1CCCO1,"[0.34413457038240236, 0.34413457038240236]","[194.12, 86.07]",-3.150413054,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1CCCO1,"[0.37822913120768564, 0.37822913120768564]","[194.12, 86.07]",-2.266749854,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1CCCO1,"[0.32342781737971715, 0.32342781737971715]","[194.12, 86.07]",-3.346014658,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1CCCO1,"[0.4212512848164187, 0.4212512848164187]","[194.12, 86.07]",-2.351084025,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1CCCO1,"[0.4370629370629371, 0.4370629370629371]","[194.12, 86.07]",-4.389867388,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1CCCO1,"[0.41876748354243787, 0.41876748354243787]","[194.12, 86.07]",-4.255812268,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1CCCO1,"[0.41945604939514436, 0.41945604939514436]","[194.12, 86.07]",-3.274350565,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1CCCO1,"[0.3605084611335828, 0.3605084611335828]","[194.12, 86.07]",-3.056837713,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1CCCO1,"[0.46043483465785084, 0.46043483465785084]","[194.12, 86.07]",-2.141264928,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1CCCO1,"[0.40748467857608556, 0.40748467857608556]","[194.12, 86.07]",-2.770698187,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1CCCO1,"[0.3993610223642173, 0.3993610223642173]","[194.12, 86.07]",-2.839313141,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1CCCO1,"[0.4464285714285714, 0.4464285714285714]","[194.12, 86.07]",-2.755008343,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1CCCO1,"[0.40983942491331893, 0.40983942491331893]","[194.12, 86.07]",-2.599551252,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1CCCO1,"[0.4273504273504274, 0.4273504273504274]","[194.12, 86.07]",-2.600377845,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1CCCO1,"[0.4259415437825313, 0.4259415437825313]","[194.12, 86.07]",-2.801065846,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1CCCO1,"[0.4409482150416255, 0.4409482150416255]","[194.12, 86.07]",-2.17896304,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1CCCO1,"[0.4444325929086336, 0.4444325929086336]","[194.12, 86.07]",-3.145501559,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1CCCO1,"[0.45577604988013093, 0.45577604988013093]","[194.12, 86.07]",-3.170677791,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1CCCO1,"[0.4025700069242041, 0.4025700069242041]","[194.12, 86.07]",-3.32586489,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1COC(=O)O1,"[0.43253717657032625, 0.43253717657032625]","[194.12, 102.03]",-2.432798672,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1COC(=O)O1,"[0.3885215202070043, 0.3885215202070043]","[194.12, 102.03]",-3.359756696,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1COC(=O)O1,"[0.45209591666968063, 0.45209591666968063]","[194.12, 102.03]",-4.281786166,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1COC(=O)O1,"[0.45703003601396686, 0.45703003601396686]","[194.12, 102.03]",-3.113219028,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1COC(=O)O1,"[0.2756521930888482, 0.2756521930888482]","[194.12, 102.03]",-5.165110651,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1COC(=O)O1,"[0.34796648386827383, 0.34796648386827383]","[194.12, 102.03]",-3.699870893,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1COC(=O)O1,"[0.41808467050747117, 0.41808467050747117]","[194.12, 102.03]",-2.305571551,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1COC(=O)O1,"[0.43403531311307486, 0.43403531311307486]","[194.12, 102.03]",-2.422017653,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1COC(=O)O1,"[0.3307075156590009, 0.3307075156590009]","[194.12, 102.03]",-3.472785907,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1COC(=O)O1,"[0.3631213914811722, 0.3631213914811722]","[194.12, 102.03]",-3.329507122,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1COC(=O)O1,"[0.3504001569792703, 0.3504001569792703]","[194.12, 102.03]",-3.412107405,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1COC(=O)O1,"[0.34413457038240236, 0.34413457038240236]","[194.12, 102.03]",-3.690039448,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1COC(=O)O1,"[0.37822913120768564, 0.37822913120768564]","[194.12, 102.03]",-2.707573877,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1COC(=O)O1,"[0.32342781737971715, 0.32342781737971715]","[194.12, 102.03]",-3.736275561,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1COC(=O)O1,"[0.4212512848164187, 0.4212512848164187]","[194.12, 102.03]",-2.873807833,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1COC(=O)O1,"[0.4370629370629371, 0.4370629370629371]","[194.12, 102.03]",-4.624808422,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1COC(=O)O1,"[0.41876748354243787, 0.41876748354243787]","[194.12, 102.03]",-4.557778933,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1COC(=O)O1,"[0.41945604939514436, 0.41945604939514436]","[194.12, 102.03]",-3.886241266,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1COC(=O)O1,"[0.3605084611335828, 0.3605084611335828]","[194.12, 102.03]",-3.598440098,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1COC(=O)O1,"[0.46043483465785084, 0.46043483465785084]","[194.12, 102.03]",-2.942432578,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1COC(=O)O1,"[0.40748467857608556, 0.40748467857608556]","[194.12, 102.03]",-2.994976138,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1COC(=O)O1,"[0.3993610223642173, 0.3993610223642173]","[194.12, 102.03]",-3.525849871,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1COC(=O)O1,"[0.4464285714285714, 0.4464285714285714]","[194.12, 102.03]",-3.367502077,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1COC(=O)O1,"[0.40983942491331893, 0.40983942491331893]","[194.12, 102.03]",-3.209323548,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1COC(=O)O1,"[0.4273504273504274, 0.4273504273504274]","[194.12, 102.03]",-3.205045646,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1COC(=O)O1,"[0.4259415437825313, 0.4259415437825313]","[194.12, 102.03]",-3.427275658,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1COC(=O)O1,"[0.4409482150416255, 0.4409482150416255]","[194.12, 102.03]",-2.945544912,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1COC(=O)O1,"[0.4444325929086336, 0.4444325929086336]","[194.12, 102.03]",-3.770403538,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1COC(=O)O1,"[0.45577604988013093, 0.45577604988013093]","[194.12, 102.03]",-3.808717589,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CC1COC(=O)O1,"[0.4025700069242041, 0.4025700069242041]","[194.12, 102.03]",-3.914556832,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CCOC(OC)=O,"[0.43253717657032625, 0.43253717657032625]","[194.12, 104.05]",-2.389862108,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CCOC(OC)=O,"[0.3885215202070043, 0.3885215202070043]","[194.12, 104.05]",-3.365250308,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CCOC(OC)=O,"[0.45209591666968063, 0.45209591666968063]","[194.12, 104.05]",-4.26712986,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CCOC(OC)=O,"[0.45703003601396686, 0.45703003601396686]","[194.12, 104.05]",-3.041889608,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CCOC(OC)=O,"[0.2756521930888482, 0.2756521930888482]","[194.12, 104.05]",-5.29650471,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CCOC(OC)=O,"[0.34796648386827383, 0.34796648386827383]","[194.12, 104.05]",-3.643241244,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CCOC(OC)=O,"[0.41808467050747117, 0.41808467050747117]","[194.12, 104.05]",-2.264069805,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CCOC(OC)=O,"[0.43403531311307486, 0.43403531311307486]","[194.12, 104.05]",-2.378933038,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CCOC(OC)=O,"[0.3307075156590009, 0.3307075156590009]","[194.12, 104.05]",-3.622089388,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CCOC(OC)=O,"[0.3631213914811722, 0.3631213914811722]","[194.12, 104.05]",-3.386209312,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CCOC(OC)=O,"[0.3504001569792703, 0.3504001569792703]","[194.12, 104.05]",-3.443159837,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CCOC(OC)=O,"[0.34413457038240236, 0.34413457038240236]","[194.12, 104.05]",-3.620328946,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CCOC(OC)=O,"[0.37822913120768564, 0.37822913120768564]","[194.12, 104.05]",-2.661386124,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CCOC(OC)=O,"[0.32342781737971715, 0.32342781737971715]","[194.12, 104.05]",-3.69975266,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CCOC(OC)=O,"[0.4212512848164187, 0.4212512848164187]","[194.12, 104.05]",-2.817198063,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CCOC(OC)=O,"[0.4370629370629371, 0.4370629370629371]","[194.12, 104.05]",-4.458372713,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CCOC(OC)=O,"[0.41876748354243787, 0.41876748354243787]","[194.12, 104.05]",-4.309759494,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CCOC(OC)=O,"[0.41945604939514436, 0.41945604939514436]","[194.12, 104.05]",-3.855566082,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CCOC(OC)=O,"[0.3605084611335828, 0.3605084611335828]","[194.12, 104.05]",-3.592491059,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CCOC(OC)=O,"[0.46043483465785084, 0.46043483465785084]","[194.12, 104.05]",-2.83010164,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CCOC(OC)=O,"[0.40748467857608556, 0.40748467857608556]","[194.12, 104.05]",-2.917069576,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CCOC(OC)=O,"[0.3993610223642173, 0.3993610223642173]","[194.12, 104.05]",-3.531633205,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CCOC(OC)=O,"[0.4464285714285714, 0.4464285714285714]","[194.12, 104.05]",-3.297826734,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CCOC(OC)=O,"[0.40983942491331893, 0.40983942491331893]","[194.12, 104.05]",-3.206230647,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CCOC(OC)=O,"[0.4273504273504274, 0.4273504273504274]","[194.12, 104.05]",-3.172403075,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CCOC(OC)=O,"[0.4259415437825313, 0.4259415437825313]","[194.12, 104.05]",-3.3438157,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CCOC(OC)=O,"[0.4409482150416255, 0.4409482150416255]","[194.12, 104.05]",-2.837967034,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CCOC(OC)=O,"[0.4444325929086336, 0.4444325929086336]","[194.12, 104.05]",-3.750124855,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CCOC(OC)=O,"[0.45577604988013093, 0.45577604988013093]","[194.12, 104.05]",-3.764219368,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,CCOC(OC)=O,"[0.4025700069242041, 0.4025700069242041]","[194.12, 104.05]",-3.884657061,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COC(OC)=O,"[0.43253717657032625, 0.43253717657032625]","[194.12, 90.03]",-2.429662899,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COC(OC)=O,"[0.3885215202070043, 0.3885215202070043]","[194.12, 90.03]",-3.568330563,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COC(OC)=O,"[0.45209591666968063, 0.45209591666968063]","[194.12, 90.03]",-4.282565584,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COC(OC)=O,"[0.45703003601396686, 0.45703003601396686]","[194.12, 90.03]",-3.071708084,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COC(OC)=O,"[0.2756521930888482, 0.2756521930888482]","[194.12, 90.03]",-5.497031614,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COC(OC)=O,"[0.34796648386827383, 0.34796648386827383]","[194.12, 90.03]",-3.771181176,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COC(OC)=O,"[0.41808467050747117, 0.41808467050747117]","[194.12, 90.03]",-2.332425447,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COC(OC)=O,"[0.43403531311307486, 0.43403531311307486]","[194.12, 90.03]",-2.418871496,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COC(OC)=O,"[0.3307075156590009, 0.3307075156590009]","[194.12, 90.03]",-3.829625859,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COC(OC)=O,"[0.3631213914811722, 0.3631213914811722]","[194.12, 90.03]",-3.614086921,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COC(OC)=O,"[0.3504001569792703, 0.3504001569792703]","[194.12, 90.03]",-3.663054115,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COC(OC)=O,"[0.34413457038240236, 0.34413457038240236]","[194.12, 90.03]",-3.733374326,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COC(OC)=O,"[0.37822913120768564, 0.37822913120768564]","[194.12, 90.03]",-2.729667296,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COC(OC)=O,"[0.32342781737971715, 0.32342781737971715]","[194.12, 90.03]",-3.875452533,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COC(OC)=O,"[0.4212512848164187, 0.4212512848164187]","[194.12, 90.03]",-3.062406685,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COC(OC)=O,"[0.4370629370629371, 0.4370629370629371]","[194.12, 90.03]",-4.417926164,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COC(OC)=O,"[0.41876748354243787, 0.41876748354243787]","[194.12, 90.03]",-4.255898754,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COC(OC)=O,"[0.41945604939514436, 0.41945604939514436]","[194.12, 90.03]",-4.071065263,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COC(OC)=O,"[0.3605084611335828, 0.3605084611335828]","[194.12, 90.03]",-3.721716127,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COC(OC)=O,"[0.46043483465785084, 0.46043483465785084]","[194.12, 90.03]",-2.869609,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COC(OC)=O,"[0.40748467857608556, 0.40748467857608556]","[194.12, 90.03]",-3.007873189,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COC(OC)=O,"[0.3993610223642173, 0.3993610223642173]","[194.12, 90.03]",-3.626408085,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COC(OC)=O,"[0.4464285714285714, 0.4464285714285714]","[194.12, 90.03]",-3.359990641,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COC(OC)=O,"[0.40983942491331893, 0.40983942491331893]","[194.12, 90.03]",-3.280218013,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COC(OC)=O,"[0.4273504273504274, 0.4273504273504274]","[194.12, 90.03]",-3.249550988,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COC(OC)=O,"[0.4259415437825313, 0.4259415437825313]","[194.12, 90.03]",-3.368959,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COC(OC)=O,"[0.4409482150416255, 0.4409482150416255]","[194.12, 90.03]",-2.875802516,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COC(OC)=O,"[0.4444325929086336, 0.4444325929086336]","[194.12, 90.03]",-3.948706171,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COC(OC)=O,"[0.45577604988013093, 0.45577604988013093]","[194.12, 90.03]",-3.967868685,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COC(OC)=O,"[0.4025700069242041, 0.4025700069242041]","[194.12, 90.03]",-4.097412849,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COCCOC,"[0.43253717657032625, 0.43253717657032625]","[194.12, 90.07]",-2.034584553,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COCCOC,"[0.3885215202070043, 0.3885215202070043]","[194.12, 90.07]",-2.873682627,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COCCOC,"[0.45209591666968063, 0.45209591666968063]","[194.12, 90.07]",-3.923279972,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COCCOC,"[0.45703003601396686, 0.45703003601396686]","[194.12, 90.07]",-2.714981766,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COCCOC,"[0.2756521930888482, 0.2756521930888482]","[194.12, 90.07]",-4.614408582,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COCCOC,"[0.34796648386827383, 0.34796648386827383]","[194.12, 90.07]",-3.290069337,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COCCOC,"[0.41808467050747117, 0.41808467050747117]","[194.12, 90.07]",-1.908201233,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COCCOC,"[0.43403531311307486, 0.43403531311307486]","[194.12, 90.07]",-1.986414282,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COCCOC,"[0.3307075156590009, 0.3307075156590009]","[194.12, 90.07]",-2.840197293,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COCCOC,"[0.3631213914811722, 0.3631213914811722]","[194.12, 90.07]",-2.952293545,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COCCOC,"[0.3504001569792703, 0.3504001569792703]","[194.12, 90.07]",-3.068358987,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COCCOC,"[0.34413457038240236, 0.34413457038240236]","[194.12, 90.07]",-3.278771326,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COCCOC,"[0.37822913120768564, 0.37822913120768564]","[194.12, 90.07]",-2.378000524,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COCCOC,"[0.32342781737971715, 0.32342781737971715]","[194.12, 90.07]",-3.466649505,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COCCOC,"[0.4212512848164187, 0.4212512848164187]","[194.12, 90.07]",-2.470578079,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COCCOC,"[0.4370629370629371, 0.4370629370629371]","[194.12, 90.07]",-4.473806657,F[P-](F)(F)(F)(F)F.[Li+],20
C(COCCOCCOCCO)O,COCCOC,"[0.41876748354243787, 0.41876748354243787]","[194.12, 90.07]",-4.236485681,F[P-](F)(F)(F)(F)F.[Li+],20
